target tetha2,robot tetha 2,target kecepatan tetha 2,robot keepatan tetha 2,target akselerasi tetha 2,robot percepatan tetha 2
0.44300633668899536,0.16457143425941467,0.0577,0.0,-0.0036,0.0
0.4528340995311737,0.16457143425941467,0.059,0.0,-0.0037,0.0
0.4629133641719818,0.16457143425941467,0.0605,0.0,-0.0038,0.0
0.4731820821762085,0.16457143425941467,0.0616,0.0,-0.0039,0.0
0.4837304651737213,0.16457143425941467,0.0633,0.0,-0.0039,0.0
0.4944595694541931,0.20571428537368774,0.0644,0.2469,-0.004,0.0148
0.5054818391799927,0.20228570699691772,0.0661,-0.0206,-0.0041,-0.016
0.5167059302330017,0.243428573012352,0.0673,0.2469,-0.0042,0.016
0.5281723737716675,0.2879999876022339,0.0688,0.2674,-0.0043,0.0012
0.5399507284164429,0.28457143902778625,0.0707,-0.0206,-0.0044,-0.0173
0.5520055890083313,0.28457143902778625,0.0723,0.0,-0.0045,0.0012
0.5642304420471191,0.28457143902778625,0.0734,0.0,-0.0046,0.0
0.5768409371376038,0.28457143902778625,0.0757,0.0,-0.0047,0.0
0.5895559191703796,0.28457143902778625,0.0763,0.0,-0.0048,0.0
0.6026759743690491,0.28457143902778625,0.0787,0.0,-0.0049,0.0
0.6160579323768616,0.28457143902778625,0.0803,0.0,-0.005,0.0
0.6297208070755005,0.32914286851882935,0.082,0.2674,-0.0051,0.016
0.6437735557556152,0.3668571412563324,0.0843,0.2263,-0.0052,-0.0025
0.6580434441566467,0.4011428654193878,0.0856,0.2057,-0.0054,-0.0012
0.6726991534233093,0.40799999237060547,0.0879,0.0411,-0.0055,-0.0099
0.6876211762428284,0.40799999237060547,0.0895,0.0,-0.0056,-0.0025
0.7029668092727661,0.40799999237060547,0.0921,0.0,-0.0057,0.0
0.718545138835907,0.40799999237060547,0.0935,0.0,-0.0059,0.0
0.7345554232597351,0.40799999237060547,0.0961,0.0,-0.006,0.0
0.7509683966636658,0.40799999237060547,0.0985,0.0,-0.0061,0.0
0.7675524353981018,0.44914284348487854,0.0995,0.2469,-0.0063,0.0148
0.7845537662506104,0.5314285755157471,0.102,0.4937,-0.0063,0.0148
0.8020129799842834,0.5314285755157471,0.1048,0.0,-0.0065,-0.0296
0.8198511004447937,0.5725714564323425,0.107,0.2469,-0.0067,0.0148
0.838038980960846,0.5725714564323425,0.1091,0.0,-0.0068,-0.0148
0.8566999435424805,0.5725714564323425,0.112,0.0,-0.007,0.0
0.8757134675979614,0.5725714564323425,0.1141,0.0,-0.0071,0.0
0.8951767683029175,0.5725714564323425,0.1168,0.0,-0.0073,0.0
0.9150851368904114,0.5725714564323425,0.1195,0.0,-0.0074,0.0
0.935444712638855,0.6171428561210632,0.1222,0.2674,-0.0076,0.016
0.9562848210334778,0.6548571586608887,0.125,0.2263,-0.0078,-0.0025
0.9773948192596436,0.6857143044471741,0.1267,0.1852,-0.008,-0.0025
0.999187707901001,0.6925714015960693,0.1308,0.0411,-0.0081,-0.0086
1.0213696956634521,0.7371428608894348,0.1331,0.2674,-0.0083,0.0136
1.043993592262268,0.7371428608894348,0.1357,0.0,-0.0085,-0.016
1.0671517848968506,0.7371428608894348,0.139,0.0,-0.0087,0.0
1.0908331871032715,0.7714285850524902,0.1421,0.2057,-0.0089,0.0123
1.1150667667388916,0.7748571634292603,0.1454,0.0206,-0.0091,-0.0111
1.1398762464523315,0.819428563117981,0.1489,0.2674,-0.0093,0.0148
1.165083408355713,0.9154285788536072,0.1512,0.576,-0.0095,0.0185
1.1908819675445557,0.9017142653465271,0.1548,-0.0823,-0.0096,-0.0395
1.2174001932144165,0.9017142653465271,0.1591,0.0,-0.0099,0.0049
1.2443125247955322,0.9017142653465271,0.1615,0.0,-0.0101,0.0
1.271933913230896,0.9017142653465271,0.1657,0.0,-0.0103,0.0
1.3001919984817505,0.9428571462631226,0.1696,0.2469,-0.0106,0.0148
1.3289670944213867,1.0148571729660034,0.1727,0.432,-0.0108,0.0111
1.3583611249923706,1.0251429080963135,0.1764,0.0617,-0.011,-0.0222
